cod_municipio,nome_municipio,Acesso à escola,Alfabetização na idade devida,Orientação técnica,Demais informações técnicas,Participação em grupos da sociedade civil,Acesso a crédito e financiamento,Acesso a outros programas do governo,Participação nos programas de pagamento por serviços ambientais,Participação no Programa Nacional de Habitação Rural,Acesso a aposentadoria ou pensão,Condição legal das terras,Eletricidade no domicílio,Comunicação via telefone,Acesso à internet,Exposição a doenças advindas do esgoto a céu aberto,Registro Civil,Capacidade de se alimentar e adquirir medicamentos,Iluminação pública,Pavimentação,Aquisição de ativos,Coleta de lixo,Esgotamento sanitário,Abastecimento de água canalizada,Contaminação do trabalhador rural
2901205,Anagé (BA),33.06386418755052,40.58205335489087,97.73737373737373,0.7272727272727273,50.505050505050505,87.03030303030303,64.76767676767676,99.35353535353535,100.0,53.81818181818182,1.1717171717171717,7.555555555555555,30.383838383838384,78.62626262626262,0.0,0.4821327283040272,59.52794168691427,0.0,0.0,85.43908365150989,93.0406108989934,86.20270739326624,91.7910447761194,0.0
2901304,Andaraí (BA),28.465608465608465,36.1904761904762,90.46121593291404,29.035639412997906,70.54507337526206,92.13836477987421,65.9329140461216,98.63731656184487,100.0,56.289308176100626,37.9454926624738,34.59119496855346,35.9538784067086,74.73794549266248,0.0,0.4344677769732078,68.5064935064935,0.0,0.0,85.45454545454545,82.79220779220779,99.28571428571429,62.66233766233766,0.0
2901353,Andorinha (BA),18.166666666666668,28.208333333333332,85.00624739691796,50.60391503540191,44.43981674302374,81.25780924614745,65.18117451062058,99.95835068721365,99.83340274885465,55.14369012911287,2.8321532694710534,11.786755518533944,44.77301124531445,81.9658475635152,0.0,0.2081887578070784,62.83599532528243,0.0,0.0,88.54694195559019,85.00194779898715,93.80599922088041,79.74289053369692,0.0
2901403,Angical (BA),14.02013942680093,25.406661502711074,96.59442724458205,7.662538699690402,59.82972136222911,84.28792569659443,89.93808049535603,100.0,100.0,52.94117647058824,13.622291021671826,17.879256965944272,29.102167182662537,68.26625386996903,0.0,0.9826152683295541,56.83417085427136,0.0,0.0,80.0,96.58291457286433,76.23115577889448,85.92964824120602,0.0
2901502,Anguera (BA),24.076281287246722,29.439809296781885,97.37783075089392,37.54469606674613,50.77473182359953,92.13349225268176,74.01668653158522,99.761620977354,100.0,50.89392133492253,3.575685339690107,5.959475566150179,45.29201430274136,77.35399284862932,0.0,0.4454342984409799,61.96136701337296,0.0,0.0,90.04457652303121,81.12927191679049,80.83209509658246,64.26448736998515,0.0
2901601,Antas (BA),31.870543060888647,35.76522216127263,89.19363686231486,37.356006582556226,98.13494240263302,90.016456390565,79.97805814591334,100.0,99.94514536478333,59.29786066922655,14.755896873285792,63.63137685134394,41.47010422380691,70.2687877125617,0.0,0.12531328320802004,57.27209464161448,0.0,0.0,82.11551844119694,44.08489909533751,67.91927627000696,23.869171885873346,0.0
2901700,Antônio Cardoso (BA),18.904507998061078,35.53078041686864,98.11046511627907,2.374031007751938,54.65116279069767,92.10271317829456,72.72286821705426,99.8546511627907,99.9515503875969,58.57558139534884,33.866279069767444,7.655038759689922,42.44186046511628,80.9108527131783,0.0,0.9652509652509652,60.45226130653266,0.0,0.0,89.2964824120603,96.3819095477387,98.99497487437185,56.633165829145725,0.0
2901809,Antônio Gonçalves (BA),14.030915576694412,25.92152199762188,90.74733096085409,27.164887307236064,50.41518386714117,86.83274021352312,68.20877817319099,99.88137603795967,100.0,57.532621589561096,15.539739027283511,37.01067615658363,41.99288256227758,72.47924080664293,0.0,0.1953125,63.89083275017495,0.0,0.0,89.50314905528342,92.16235129461163,94.89153254023793,35.82925122463261,0.0
2901908,Aporá (BA),23.945267958950968,35.537818320030404,96.50588682111659,10.634257500949488,93.61944549943031,92.63197873148499,70.41397645271553,99.8101025446259,100.0,61.37485757690847,5.089251804025826,29.054310672236994,46.7147740220281,78.23775161412837,0.0,0.21929824561403508,58.894321173373456,0.0,0.0,78.78901842798044,91.53817224520496,99.6615268898082,25.347875141030464,0.0
2901957,Apuarema (BA),25.060240963855424,31.08433734939759,91.82692307692307,26.923076923076923,82.21153846153845,88.46153846153845,88.70192307692307,100.0,99.75961538461539,56.730769230769226,7.9326923076923075,20.91346153846154,22.355769230769234,72.11538461538461,0.0,0.6864988558352403,63.18252730109204,0.0,0.0,89.0795631825273,85.8034321372855,97.19188767550702,93.44773790951638,0.0
2902005,Aracatu (BA),27.164179104477608,30.746268656716417,95.26019224395095,14.882333443818363,67.28538283062645,86.50977792509114,60.95459065296652,100.0,99.96685449121644,55.15412661584356,4.806098773616175,21.809744779582367,30.759032151143522,69.6387139542592,0.0,0.4455760661998727,57.12043938799529,0.0,0.0,90.50608081600627,99.33307179285995,98.58768144370342,99.01922322479405,0.0
2902054,Araçás (BA),26.650943396226417,39.62264150943396,96.3572267920094,13.278495887191538,67.92009400705052,91.8918918918919,94.47708578143362,100.0,100.0,65.09988249118685,26.90951821386604,15.393654524089307,32.19741480611046,82.49118683901293,0.0,0.08291873963515754,58.59375,0.0,0.0,82.8125,87.6953125,99.34895833333334,54.752604166666664,0.0
2902104,Araci (BA),31.448911222780566,51.75879396984925,94.81062983887843,23.91713747645951,50.63820883029923,86.62900188323917,65.5367231638418,99.62335216572504,99.83260096254446,56.12052730696798,6.633186859175559,28.562460765850595,50.32433563507009,85.85478133500732,0.0,1.36986301369863,67.7071580794785,0.0,0.0,84.24219631440391,88.70502695248841,89.83327065312774,85.14479127491538,0.0
2902203,Aramari (BA),18.880208333333336,53.51562499999999,93.25551232166018,43.83916990920882,81.32295719844358,84.69520103761349,70.42801556420234,100.0,100.0,63.42412451361867,8.819714656290532,6.744487678339818,34.760051880674446,60.18158236057069,0.0,0.6944444444444444,59.443990188062145,0.0,0.0,85.44562551103843,92.39574816026165,96.23875715453802,65.0858544562551,0.0
2902252,Arataca (BA),17.391304347826086,22.661396574440055,90.36458333333334,59.635416666666664,93.359375,95.96354166666666,83.203125,100.0,100.0,77.60416666666666,15.885416666666666,32.29166666666667,59.635416666666664,80.078125,0.0,1.0309278350515463,63.18407960199005,0.0,0.0,89.8365316275764,70.85998578535892,85.71428571428571,73.0632551528074,0.0
2902302,Aratuípe (BA),14.583333333333334,27.85087719298246,99.34354485776805,18.38074398249453,72.75711159737418,86.98030634573304,58.20568927789934,99.89059080962801,100.0,72.64770240700219,4.3763676148796495,13.566739606126916,36.433260393873084,61.2691466083151,0.0,0.0,69.98827667057445,0.0,0.0,92.4970691676436,98.35873388042205,99.2966002344666,97.7725674091442,0.0
2902401,Aurelino Leal (BA),14.285714285714285,24.867724867724867,84.65608465608466,28.04232804232804,98.67724867724867,95.76719576719577,96.03174603174604,100.0,100.0,76.98412698412699,11.904761904761903,33.5978835978836,42.06349206349206,90.21164021164022,0.0,0.4484304932735426,59.499263622974965,0.0,0.0,88.2179675994109,98.67452135493373,72.60677466863034,93.51988217967599,0.0
